Belmullet,Valentia Observatory,Dublin airport,Malin head,Mullingar,Shannon airport,Year,Month,Total
126.7,199.7,75.3,93.0,107.6,102.6,1987,Sep,117.48333333333333
140.2,205.5,124.1,166.4,118.8,104.2,1987,Oct,143.2
91.5,94.2,47.8,68.4,72.8,69.6,1987,Nov,74.05
106.6,191.4,39.5,49.2,56.1,56.6,1987,Dec,83.23333333333333
220.5,269.9,118.3,180.1,138.7,173.1,1988,Jan,183.4333333333333
126.6,96.9,34.3,122.5,78.3,97.1,1988,Feb,92.61666666666667
116.3,103.1,85.4,122.8,125.4,110.5,1988,Mar,110.58333333333333
45.4,52.5,24.9,29.8,20.7,32.5,1988,Apr,34.300000000000004
66.6,147.0,72.5,32.3,88.8,62.4,1988,May,78.26666666666667
34.0,51.8,38.1,38.2,43.7,45.0,1988,Jun,41.800000000000004
140.2,142.5,80.3,147.3,131.9,133.1,1988,July,129.21666666666667
146.9,187.5,54.5,121.4,83.0,111.2,1988,Aug,117.41666666666667
119.3,58.4,41.1,125.6,79.7,80.9,1988,Sep,84.16666666666667
126.5,266.4,79.1,112.9,93.8,115.1,1988,Oct,132.29999999999998
75.4,86.1,23.5,53.8,37.5,47.3,1988,Nov,53.93333333333334
65.2,106.2,40.5,81.9,73.3,70.9,1988,Dec,73.0
142.6,185.4,27.5,78.2,63.7,84.2,1989,Jan,96.93333333333334
152.4,128.6,42.6,136.2,100.6,94.3,1989,Feb,109.11666666666666
134.2,195.2,54.7,135.4,104.9,126.6,1989,Mar,125.16666666666667
62.7,95.0,79.3,114.9,65.6,58.1,1989,Apr,79.26666666666667
33.2,20.7,13.1,27.3,20.7,23.8,1989,May,23.133333333333336
85.8,83.2,67.8,49.2,43.1,56.8,1989,Jun,64.31666666666668
24.7,24.9,9.6,57.8,24.0,16.8,1989,July,26.3
167.2,123.0,81.9,137.1,90.3,69.1,1989,Aug,111.43333333333334
60.9,91.2,25.1,44.4,53.6,51.5,1989,Sep,54.449999999999996
259.5,204.4,62.1,188.5,137.1,129.5,1989,Oct,163.51666666666668
88.3,77.9,35.6,63.5,35.3,53.2,1989,Nov,58.96666666666666
91.2,144.2,55.9,46.1,73.6,77.7,1989,Dec,81.45
214.9,196.2,68.3,158.7,113.5,125.8,1990,Jan,146.23333333333332
236.0,201.1,108.8,200.2,191.4,204.5,1990,Feb,190.33333333333334
94.5,50.8,10.3,71.8,30.7,32.6,1990,Mar,48.45000000000001
90.5,61.2,24.2,68.8,43.2,55.5,1990,Apr,57.23333333333333
19.6,49.7,39.5,26.2,43.9,22.2,1990,May,33.516666666666666
113.9,128.7,71.3,115.7,99.2,72.6,1990,Jun,100.23333333333333
77.5,63.5,48.0,55.5,59.1,46.4,1990,July,58.333333333333336
77.9,80.2,49.8,95.2,75.1,67.7,1990,Aug,74.31666666666668
54.2,28.3,16.4,66.9,15.2,25.8,1990,Sep,34.46666666666667
225.8,210.1,149.2,250.4,172.9,157.8,1990,Oct,194.36666666666665
96.1,122.6,64.0,69.3,61.3,66.4,1990,Nov,79.95
145.8,141.6,78.7,132.1,116.6,144.4,1990,Dec,126.53333333333332
121.3,145.9,71.4,110.9,84.3,85.3,1991,Jan,103.18333333333332
86.3,152.6,59.0,48.3,92.4,92.3,1991,Feb,88.48333333333333
87.9,143.2,91.1,67.1,92.5,72.0,1991,Mar,92.3
140.3,167.7,92.3,111.2,126.0,97.4,1991,Apr,122.48333333333333
19.6,7.6,3.6,18.4,4.5,10.1,1991,May,10.633333333333335
84.8,107.0,79.8,114.4,78.9,86.4,1991,Jun,91.88333333333333
84.2,102.9,26.4,85.2,43.7,56.6,1991,July,66.50000000000001
42.3,30.8,36.9,65.4,35.1,60.3,1991,Aug,45.13333333333333
91.4,139.7,42.8,74.9,51.0,61.0,1991,Sep,76.8
124.8,174.4,85.6,101.9,101.4,84.8,1991,Oct,112.14999999999998
180.0,186.5,50.3,158.5,100.9,113.8,1991,Nov,131.66666666666666
88.1,20.9,38.1,117.6,70.6,59.1,1991,Dec,65.73333333333333
85.3,113.5,32.9,108.7,75.9,66.3,1992,Jan,80.43333333333335
128.2,109.8,24.1,89.7,60.9,54.3,1992,Feb,77.83333333333333
128.0,134.5,64.9,152.0,90.8,105.6,1992,Mar,112.63333333333333
96.4,174.0,70.3,100.3,94.0,76.6,1992,Apr,101.93333333333334
42.4,69.2,39.5,44.5,58.7,35.2,1992,May,48.25
38.2,41.9,38.4,53.5,19.7,28.5,1992,Jun,36.699999999999996
117.7,139.0,69.0,81.8,97.2,69.6,1992,July,95.71666666666665
234.8,185.5,85.2,173.4,116.0,154.9,1992,Aug,158.29999999999998
142.7,120.9,64.2,85.6,82.7,75.8,1992,Sep,95.31666666666666
140.7,84.3,30.7,108.9,43.6,61.7,1992,Oct,78.31666666666668
176.8,134.9,63.2,167.7,114.6,98.9,1992,Nov,126.01666666666667
116.0,113.6,41.5,113.4,65.1,88.4,1992,Dec,89.66666666666667
228.4,171.9,57.9,162.3,111.2,88.1,1993,Jan,136.63333333333335
31.5,51.1,19.5,33.5,16.7,16.5,1993,Feb,28.13333333333333
83.0,118.8,26.2,63.5,47.2,49.5,1993,Mar,64.7
97.6,88.0,48.7,124.5,107.9,84.4,1993,Apr,91.85000000000001
99.0,100.2,149.9,52.7,97.8,92.8,1993,May,98.73333333333333
74.4,73.0,148.1,69.3,136.1,71.0,1993,Jun,95.31666666666666
61.7,134.5,60.1,99.3,77.3,68.2,1993,July,83.51666666666667
57.1,43.9,36.8,55.7,43.0,53.1,1993,Aug,48.26666666666667
71.2,203.9,90.3,82.5,86.4,113.4,1993,Sep,107.95
56.8,74.0,86.2,36.6,78.2,43.5,1993,Oct,62.550000000000004
91.9,182.6,45.4,61.7,50.2,60.1,1993,Nov,81.98333333333333
236.3,227.5,105.7,229.7,165.1,217.6,1993,Dec,196.98333333333335
171.4,218.0,83.3,145.1,113.5,164.8,1994,Jan,149.35
114.9,170.3,99.1,119.2,101.5,111.6,1994,Feb,119.43333333333334
157.6,145.5,72.1,152.3,109.0,133.5,1994,Mar,128.33333333333334
107.3,143.9,60.3,83.9,95.2,112.6,1994,Apr,100.53333333333332
66.9,93.2,51.5,18.8,41.3,77.3,1994,May,58.16666666666668
72.2,104.5,20.9,98.3,64.9,65.4,1994,Jun,71.03333333333332
66.8,212.9,64.7,67.6,87.4,73.0,1994,July,95.39999999999999
104.0,81.9,57.8,76.5,78.2,76.4,1994,Aug,79.13333333333333
95.3,99.8,97.0,103.7,60.8,62.1,1994,Sep,86.45
63.6,115.1,41.2,63.8,41.5,65.9,1994,Oct,65.18333333333334
99.2,169.1,54.8,99.5,79.8,70.6,1994,Nov,95.5
196.2,250.2,88.9,159.9,143.7,181.1,1994,Dec,169.99999999999997
191.9,226.0,105.5,185.2,148.2,191.0,1995,Jan,174.63333333333333
156.8,210.6,92.0,158.3,118.9,160.9,1995,Feb,149.58333333333334
124.4,114.5,44.7,144.2,63.6,104.1,1995,Mar,99.25
48.5,51.1,27.3,42.8,28.6,26.8,1995,Apr,37.516666666666666
53.6,112.7,49.2,74.1,44.9,67.4,1995,May,66.98333333333333
29.1,58.0,11.6,32.5,21.2,23.2,1995,Jun,29.266666666666662
93.3,149.3,70.2,57.9,76.8,128.6,1995,July,96.01666666666667
17.7,24.7,7.2,13.3,6.9,4.2,1995,Aug,12.333333333333336
78.0,58.0,43.6,111.4,68.4,44.7,1995,Sep,67.35
249.0,229.0,38.0,187.9,154.2,107.2,1995,Oct,160.88333333333333
102.7,220.8,147.2,86.9,110.1,101.7,1995,Nov,128.23333333333335
58.9,85.6,71.2,80.9,53.6,73.0,1995,Dec,70.53333333333335
100.6,214.2,85.9,42.1,79.2,69.2,1996,Jan,98.53333333333335
122.6,135.8,62.0,74.4,83.9,117.4,1996,Feb,99.34999999999998
56.8,126.8,69.9,18.9,70.1,91.6,1996,Mar,72.35000000000001
81.3,117.9,60.8,78.0,90.3,58.0,1996,Apr,81.05
69.2,81.7,66.7,75.6,61.5,46.9,1996,May,66.93333333333334
52.5,92.0,20.7,53.6,25.7,22.2,1996,Jun,44.449999999999996
69.1,90.8,37.2,66.2,47.8,59.2,1996,July,61.71666666666666
101.5,133.2,102.1,131.5,100.1,84.5,1996,Aug,108.81666666666666
52.5,62.1,19.2,48.0,33.4,34.4,1996,Sep,41.6
178.8,278.7,101.7,153.4,149.7,144.9,1996,Oct,167.86666666666665
164.3,154.3,103.6,127.4,82.5,121.7,1996,Nov,125.63333333333334
83.5,80.2,54.1,55.8,44.8,28.7,1996,Dec,57.849999999999994
44.2,68.8,15.5,22.2,27.7,37.0,1997,Jan,35.9
186.6,170.8,60.1,145.5,143.3,111.7,1997,Feb,136.33333333333334
65.1,37.6,15.1,85.0,34.0,19.1,1997,Mar,42.65
31.7,37.6,48.3,49.6,51.1,43.4,1997,Apr,43.61666666666667
91.2,80.1,61.3,89.1,106.1,60.1,1997,May,81.31666666666668
97.8,103.5,125.2,53.0,96.7,121.7,1997,Jun,99.64999999999999
107.9,82.9,53.5,78.5,67.7,70.6,1997,July,76.85000000000001
94.9,193.8,80.9,74.9,99.8,229.5,1997,Aug,128.96666666666667
106.5,78.2,19.1,84.9,49.9,44.8,1997,Sep,63.9
119.4,111.7,67.6,71.9,100.6,108.5,1997,Oct,96.61666666666667
128.3,268.2,86.8,75.2,72.6,72.6,1997,Nov,117.28333333333335
196.2,173.0,90.4,170.3,90.2,108.4,1997,Dec,138.08333333333334
164.5,199.9,79.5,119.8,104.4,130.0,1998,Jan,133.01666666666665
112.5,51.7,14.1,98.8,32.2,35.3,1998,Feb,57.43333333333333
84.2,133.9,65.7,76.9,84.4,96.4,1998,Mar,90.25
82.0,172.7,115.0,52.0,109.9,100.8,1998,Apr,105.39999999999999
37.2,34.6,29.0,45.3,29.6,34.7,1998,May,35.06666666666667
110.6,179.8,111.0,92.7,139.5,123.5,1998,Jun,126.18333333333332
99.3,116.1,54.0,137.2,93.6,64.5,1998,July,94.11666666666666
127.0,118.7,45.0,161.3,65.9,78.6,1998,Aug,99.41666666666667
45.9,139.5,95.7,53.7,101.7,93.0,1998,Sep,88.25
161.1,208.3,75.3,173.0,135.8,147.1,1998,Oct,150.1
161.1,193.1,76.1,142.9,92.5,124.0,1998,Nov,131.61666666666665
147.8,220.9,70.3,133.9,88.7,118.8,1998,Dec,130.0666666666667
157.9,194.9,71.8,145.7,119.0,122.6,1999,Jan,135.31666666666666
92.8,86.4,36.5,120.7,59.8,78.0,1999,Feb,79.03333333333333
87.0,146.1,31.8,58.1,58.8,53.1,1999,Mar,72.48333333333333
101.1,151.2,74.9,76.4,85.7,66.9,1999,Apr,92.7
49.8,53.0,39.1,55.0,55.8,84.4,1999,May,56.18333333333334
74.1,52.8,56.5,97.9,65.0,56.3,1999,Jun,67.1
62.1,84.1,35.2,74.6,43.4,49.7,1999,July,58.18333333333333
126.4,168.5,106.6,63.4,97.7,60.6,1999,Aug,103.86666666666667
126.5,288.5,104.7,170.3,156.6,150.1,1999,Sep,166.11666666666667
76.7,109.3,29.5,88.2,42.8,57.9,1999,Oct,67.39999999999999
164.3,130.4,43.2,147.1,101.3,94.2,1999,Nov,113.41666666666667
256.7,303.3,82.3,241.9,157.1,219.5,1999,Dec,210.13333333333333
111.8,112.9,40.5,104.2,59.3,83.6,2000,Jan,85.38333333333333
147.4,189.7,45.3,128.2,95.3,118.3,2000,Feb,120.69999999999999
44.3,41.1,20.7,65.5,34.7,42.0,2000,Mar,41.38333333333333
82.5,76.4,89.3,77.5,62.8,57.5,2000,Apr,74.33333333333333
45.4,133.2,50.6,38.5,47.8,66.0,2000,May,63.583333333333336
53.8,97.5,34.7,43.6,55.0,64.3,2000,Jun,58.150000000000006
30.6,82.4,43.6,50.7,49.4,96.9,2000,July,58.93333333333334
137.4,91.9,62.7,100.2,67.1,79.4,2000,Aug,89.78333333333332
133.7,156.8,99.3,170.8,111.3,97.2,2000,Sep,128.18333333333334
257.7,302.4,86.7,174.3,153.7,182.6,2000,Oct,192.89999999999998
148.6,269.1,141.2,101.7,149.6,130.9,2000,Nov,156.85000000000002
148.7,232.8,125.6,120.7,122.1,81.6,2000,Dec,138.58333333333334
65.2,128.8,32.2,61.8,38.4,47.6,2001,Jan,62.333333333333336
56.2,120.2,48.8,89.2,48.3,54.3,2001,Feb,69.5
72.9,131.5,56.1,26.4,70.9,75.7,2001,Mar,72.24999999999999
78.1,117.6,77.5,54.2,90.0,96.7,2001,Apr,85.68333333333334
27.1,34.8,49.5,34.7,40.6,34.5,2001,May,36.86666666666667
66.5,71.0,41.4,58.6,80.5,61.6,2001,Jun,63.26666666666667
113.6,72.1,30.4,72.5,43.4,75.0,2001,July,67.83333333333333
122.7,122.3,97.1,89.5,108.2,62.5,2001,Aug,100.38333333333334
69.4,61.9,41.4,56.0,51.4,50.0,2001,Sep,55.01666666666667
121.9,195.5,90.3,93.5,96.2,116.2,2001,Oct,118.93333333333334
108.1,97.4,40.7,123.2,59.9,65.3,2001,Nov,82.43333333333332
86.4,82.2,21.6,97.1,35.8,50.4,2001,Dec,62.25
126.3,262.5,48.9,91.5,132.1,129.9,2002,Jan,131.86666666666667
163.6,185.5,125.1,164.2,177.9,177.2,2002,Feb,165.58333333333334
75.9,67.4,30.4,75.3,58.8,41.2,2002,Mar,58.166666666666664
66.9,111.0,81.5,72.5,77.7,74.9,2002,Apr,80.75
125.7,186.1,120.8,81.8,116.8,95.9,2002,May,121.18333333333332
150.9,135.7,82.1,111.3,91.1,78.4,2002,Jun,108.25
74.7,98.2,68.0,72.4,79.8,45.0,2002,July,73.01666666666667
75.5,80.9,50.2,53.7,46.0,57.6,2002,Aug,60.650000000000006
34.1,124.8,22.8,61.6,18.9,16.3,2002,Sep,46.416666666666664
171.8,237.1,180.6,143.4,157.7,129.7,2002,Oct,170.04999999999998
168.2,286.7,186.3,90.0,151.4,135.3,2002,Nov,169.65
84.0,147.0,105.0,45.7,109.6,89.3,2002,Dec,96.76666666666665
83.0,132.1,53.9,90.2,52.4,43.6,2003,Jan,75.86666666666666
56.8,162.7,21.1,45.9,37.7,52.6,2003,Feb,62.800000000000004
96.6,82.4,30.3,41.2,44.7,54.5,2003,Mar,58.28333333333333
34.8,138.3,34.0,32.9,63.5,43.2,2003,Apr,57.78333333333333
130.0,142.2,96.5,104.4,128.5,91.5,2003,May,115.51666666666667
63.3,146.9,88.4,69.8,79.5,105.6,2003,Jun,92.25
118.7,125.9,46.0,94.7,61.3,76.5,2003,July,87.18333333333334
25.0,25.3,14.4,23.0,13.2,11.1,2003,Aug,18.666666666666668
95.2,64.4,37.3,73.2,48.7,37.3,2003,Sep,59.35
72.1,58.5,106.3,66.3,44.1,50.6,2003,Oct,66.31666666666668
167.1,293.0,54.8,99.8,79.6,111.4,2003,Nov,134.28333333333333
129.4,135.5,60.2,102.3,79.6,94.2,2003,Dec,100.2
148.5,174.4,82.6,158.3,108.0,107.5,2004,Jan,129.88333333333333
63.0,79.0,19.7,44.1,31.8,28.1,2004,Feb,44.28333333333333
97.9,164.4,44.4,53.8,62.9,69.0,2004,Mar,82.06666666666666
87.4,85.6,31.2,74.8,58.6,43.9,2004,Apr,63.583333333333336
37.4,40.9,49.8,35.3,51.6,35.8,2004,May,41.79999999999999
87.1,104.3,50.1,108.3,68.5,68.3,2004,Jun,81.1
77.1,91.9,37.9,98.6,50.8,66.6,2004,July,70.48333333333333
55.4,101.8,133.8,80.2,121.9,88.1,2004,Aug,96.86666666666667
126.2,161.7,98.3,136.7,86.8,98.3,2004,Sep,117.99999999999999
142.0,212.7,120.0,112.0,156.3,139.1,2004,Oct,147.01666666666668
66.7,67.8,39.8,94.6,69.1,66.6,2004,Nov,67.43333333333334
144.1,115.0,44.8,142.2,88.7,90.9,2004,Dec,104.28333333333335
203.5,184.9,63.6,139.1,125.0,123.4,2005,Jan,139.91666666666666
61.9,90.1,40.6,75.2,38.8,50.1,2005,Feb,59.45000000000001
39.6,81.9,35.2,65.2,69.2,57.0,2005,Mar,58.01666666666666
96.1,152.8,57.0,78.8,74.5,91.3,2005,Apr,91.75
106.4,154.5,69.5,94.6,90.3,92.5,2005,May,101.3
68.1,87.7,28.3,65.9,33.3,55.3,2005,Jun,56.43333333333334
32.3,71.7,83.9,24.3,67.3,43.9,2005,July,53.9
88.0,83.7,25.3,128.0,58.1,71.4,2005,Aug,75.75
144.4,148.3,55.8,94.0,59.5,81.0,2005,Sep,97.16666666666667
138.0,152.3,101.5,109.5,108.6,103.9,2005,Oct,118.96666666666665
115.7,139.4,50.7,107.7,77.1,80.5,2005,Nov,95.18333333333334
125.5,152.4,68.9,103.8,62.7,64.4,2005,Dec,96.28333333333332
110.8,144.7,16.3,67.6,38.5,53.8,2006,Jan,71.95
86.5,86.7,38.3,40.6,45.3,38.3,2006,Feb,55.949999999999996
101.3,149.1,68.7,107.2,118.7,104.9,2006,Mar,108.31666666666666
75.2,79.4,40.8,69.9,51.0,31.3,2006,Apr,57.933333333333344
123.2,201.0,125.8,73.4,133.3,125.8,2006,May,130.41666666666666
36.1,47.6,19.2,63.3,20.8,19.2,2006,Jun,34.36666666666667
71.0,102.1,18.2,74.1,48.5,28.5,2006,July,57.06666666666666
32.9,52.5,57.6,73.1,61.0,42.4,2006,Aug,53.25
194.7,263.7,89.5,112.7,133.1,148.4,2006,Sep,157.01666666666668
135.8,171.3,102.7,123.9,106.2,93.5,2006,Oct,122.23333333333335
184.9,232.7,69.1,170.2,88.4,115.2,2006,Nov,143.41666666666669
247.1,224.0,94.4,184.7,160.6,170.3,2006,Dec,180.18333333333337
148.4,106.7,72.8,161.5,116.7,90.2,2007,Jan,116.05000000000001
76.6,201.4,77.8,69.3,70.3,71.9,2007,Feb,94.55000000000001
100.1,111.0,62.1,59.7,65.3,62.1,2007,Mar,76.71666666666667
54.7,50.9,14.7,32.6,22.3,11.7,2007,Apr,31.150000000000002
73.7,76.7,35.0,101.8,63.8,65.8,2007,May,69.46666666666667
71.9,153.6,134.4,83.3,108.2,107.0,2007,Jun,109.73333333333333
102.0,76.3,119.1,105.4,150.1,93.5,2007,July,107.73333333333333
88.9,106.0,95.5,86.2,108.2,100.8,2007,Aug,97.59999999999998
59.9,74.4,39.2,79.5,44.9,51.4,2007,Sep,58.21666666666666
106.7,105.7,15.7,77.0,46.6,44.3,2007,Oct,66.00000000000001
111.2,98.1,54.0,102.1,60.5,56.9,2007,Nov,80.46666666666665
145.7,189.5,64.1,109.4,119.5,163.4,2007,Dec,131.9333333333333
171.5,276.2,96.9,188.9,146.3,223.9,2008,Jan,183.95000000000002
116.4,108.3,14.7,89.6,54.7,58.0,2008,Feb,73.61666666666666
157.4,164.1,102.4,142.7,96.8,102.9,2008,Mar,127.71666666666664
67.7,51.0,27.0,54.2,57.0,49.2,2008,Apr,51.01666666666666
40.2,103.2,32.7,7.4,23.5,35.9,2008,May,40.48333333333334
127.6,147.8,76.4,74.8,88.8,110.8,2008,Jun,104.36666666666666
44.3,92.8,111.5,125.8,109.3,100.8,2008,July,97.41666666666667
192.1,181.7,192.4,123.2,159.4,176.6,2008,Aug,170.89999999999998
112.4,87.7,111.8,89.9,100.0,86.4,2008,Sep,98.03333333333335
177.5,244.8,97.4,144.8,123.9,156.4,2008,Oct,157.46666666666667
136.2,111.5,39.6,115.6,75.6,92.2,2008,Nov,95.11666666666667
94.8,104.0,39.5,85.7,61.3,75.1,2008,Dec,76.73333333333333
142.6,290.6,62.0,98.8,104.6,120.5,2009,Jan,136.51666666666668
46.0,55.0,56.8,42.0,25.8,15.7,2009,Feb,40.21666666666667
90.5,82.4,25.5,86.0,40.5,63.9,2009,Mar,64.8
114.8,170.1,71.6,97.1,108.1,90.9,2009,Apr,108.76666666666667
81.3,100.1,75.0,92.8,69.8,98.8,2009,May,86.3
49.0,98.0,76.2,49.3,90.6,58.5,2009,Jun,70.26666666666667
113.3,252.1,153.9,70.6,192.4,116.1,2009,July,149.73333333333332
180.8,274.0,69.1,165.9,135.1,119.3,2009,Aug,157.36666666666665
45.6,90.0,24.2,71.0,38.1,56.9,2009,Sep,54.29999999999999
114.5,230.9,84.9,118.5,111.7,106.9,2009,Oct,127.89999999999999
208.5,345.4,149.4,217.7,191.6,245.6,2009,Nov,226.36666666666665
127.9,186.4,71.6,57.0,74.2,70.4,2009,Dec,97.91666666666667
106.5,161.9,42.7,70.1,45.0,30.8,2010,Jan,76.16666666666666
81.1,68.4,36.7,87.0,41.9,35.1,2010,Feb,58.36666666666667
58.4,125.4,54.8,81.6,82.2,81.9,2010,Mar,80.71666666666668
56.3,98.9,26.7,52.7,53.6,72.8,2010,Apr,60.166666666666664
38.1,54.2,48.8,51.5,44.6,54.3,2010,May,48.583333333333336
40.9,92.9,43.3,43.3,56.2,36.2,2010,Jun,52.13333333333333
134.4,154.8,74.7,128.6,139.2,121.3,2010,July,125.5
71.5,35.1,48.0,66.9,47.4,37.7,2010,Aug,51.099999999999994
151.9,125.1,105.5,144.1,166.4,139.8,2010,Sep,138.79999999999998
82.7,135.1,29.6,69.8,57.5,77.4,2010,Oct,75.35000000000001
197.8,172.3,100.5,115.6,125.2,131.8,2010,Nov,140.53333333333333
87.3,107.6,57.6,69.0,37.2,26.0,2010,Dec,64.11666666666666
69.2,107.8,29.4,89.6,47.6,74.6,2011,Jan,69.7
149.4,188.9,75.9,104.4,118.5,148.5,2011,Feb,130.93333333333334
66.2,61.6,19.4,58.7,36.9,34.7,2011,Mar,46.25000000000001
73.4,66.1,28.4,66.2,34.2,41.8,2011,Apr,51.68333333333334
133.5,164.6,37.1,100.4,67.8,93.3,2011,May,99.45
80.5,118.5,64.2,84.5,65.1,112.5,2011,Jun,87.55
42.4,80.0,42.6,50.3,61.2,31.7,2011,July,51.36666666666667
74.4,91.7,39.7,78.6,64.1,54.1,2011,Aug,67.10000000000001
175.1,160.1,87.3,133.0,122.6,91.1,2011,Sep,128.20000000000002
195.2,193.1,147.4,177.2,132.8,98.3,2011,Oct,157.3333333333333
130.9,298.6,48.5,105.0,106.0,87.5,2011,Nov,129.41666666666666
176.8,191.5,52.2,183.4,89.0,145.1,2011,Dec,139.66666666666666
120.1,153.8,62.7,134.1,96.1,110.9,2012,Jan,112.94999999999999
69.4,67.6,20.5,68.1,42.4,38.6,2012,Feb,51.1
41.4,42.3,25.6,29.8,15.4,28.3,2012,Mar,30.46666666666667
79.7,119.1,93.1,46.3,75.4,79.6,2012,Apr,82.2
52.5,53.5,57.5,50.7,56.4,38.0,2012,May,51.43333333333333
109.5,128.3,147.9,141.7,173.9,166.3,2012,Jun,144.60000000000002
96.3,169.1,85.6,91.5,120.1,112.8,2012,July,112.56666666666666
103.2,163.9,77.6,86.6,127.1,89.1,2012,Aug,107.91666666666669
93.0,76.1,83.9,139.7,62.3,61.9,2012,Sep,86.14999999999999
86.9,140.6,70.5,123.2,90.6,86.3,2012,Oct,99.68333333333332
146.6,202.5,72.0,87.6,68.5,120.3,2012,Nov,116.25
125.2,174.6,52.3,150.1,91.0,115.4,2012,Dec,118.10000000000001
153.9,276.9,94.4,145.6,117.8,105.7,2013,Jan,149.04999999999998
57.9,75.9,47.3,68.3,54.8,49.2,2013,Feb,58.900000000000006
44.5,82.4,85.5,61.6,40.1,30.2,2013,Mar,57.38333333333333
81.8,128.1,40.1,62.8,78.2,63.5,2013,Apr,75.74999999999999
111.6,109.3,45.8,103.2,72.1,67.6,2013,May,84.93333333333334
42.9,138.0,60.8,83.8,62.8,64.2,2013,Jun,75.41666666666667
81.0,108.1,72.0,61.1,73.8,60.0,2013,July,76.00000000000001
67.9,71.0,45.3,88.0,40.5,70.3,2013,Aug,63.833333333333336
71.3,78.8,39.5,69.6,61.7,43.6,2013,Sep,60.75
97.3,176.7,123.4,104.2,172.4,127.5,2013,Oct,133.58333333333334
63.9,125.1,26.8,117.5,46.2,89.2,2013,Nov,78.11666666666666
180.9,271.5,84.0,176.7,142.6,161.7,2013,Dec,169.56666666666663
214.6,288.1,100.6,162.7,149.5,179.0,2014,Jan,182.41666666666666
197.0,288.2,88.5,190.2,151.8,190.4,2014,Feb,184.35000000000002
82.3,134.5,53.7,75.4,70.1,87.2,2014,Mar,83.86666666666666
54.8,87.4,37.2,31.8,62.3,40.6,2014,Apr,52.35
103.6,114.1,88.5,85.5,121.7,88.0,2014,May,100.23333333333333
44.6,55.5,36.2,46.9,63.4,40.5,2014,Jun,47.85
60.9,83.1,36.6,88.3,35.2,39.3,2014,July,57.23333333333333
90.6,72.0,171.4,93.2,150.3,86.5,2014,Aug,110.66666666666667
25.7,27.3,26.5,23.7,16.4,73.8,2014,Sep,32.23333333333333
175.6,194.5,90.3,130.9,120.9,103.8,2014,Oct,136.0
86.3,199.9,140.8,134.6,154.3,129.4,2014,Nov,140.88333333333335
144.3,143.7,56.2,151.8,104.8,114.5,2014,Dec,119.21666666666665
171.7,191.2,47.4,175.3,88.8,126.2,2015,Jan,133.4333333333333
72.2,112.5,34.6,87.8,53.9,96.3,2015,Feb,76.21666666666665
106.2,130.8,57.5,123.7,92.6,101.8,2015,Mar,102.09999999999998
62.7,54.4,43.9,61.1,64.2,63.4,2015,Apr,58.28333333333333
110.1,128.6,90.5,138.1,135.7,111.5,2015,May,119.08333333333333
52.1,79.6,14.1,55.0,36.7,26.9,2015,Jun,44.06666666666666
132.6,120.3,69.2,132.7,76.5,82.8,2015,July,102.34999999999998
95.0,126.2,100.1,111.4,97.1,93.3,2015,Aug,103.84999999999998
118.2,148.7,56.7,29.4,39.5,87.9,2015,Sep,80.06666666666666
76.2,96.1,49.0,71.7,57.3,49.8,2015,Oct,66.68333333333334
202.4,199.9,123.0,233.3,187.5,190.6,2015,Nov,189.44999999999996
246.6,340.7,192.1,262.5,271.2,233.1,2015,Dec,257.7
188.2,293.0,118.8,166.4,123.0,107.6,2016,Jan,166.16666666666666
172.2,196.9,63.0,137.2,122.0,155.5,2016,Feb,141.13333333333333
107.0,118.5,33.2,66.7,51.6,53.9,2016,Mar,71.81666666666666
51.2,86.3,88.8,54.9,91.0,46.0,2016,Apr,69.7
46.1,74.5,45.6,63.0,57.1,41.0,2016,May,54.550000000000004
103.7,109.8,58.6,78.6,131.5,70.7,2016,Jun,92.15000000000002
95.6,91.1,43.6,104.3,68.9,68.5,2016,July,78.66666666666667
58.5,95.7,61.9,89.3,98.6,103.1,2016,Aug,84.51666666666667
145.6,183.4,62.4,95.0,90.6,88.7,2016,Sep,110.95
45.7,185.5,54.2,37.3,33.8,35.1,2016,Oct,65.26666666666667
89.3,76.7,36.9,114.1,50.7,69.2,2016,Nov,72.81666666666666
85.3,104.5,46.9,76.4,69.6,74.4,2016,Dec,76.18333333333334
58.4,167.4,21.6,56.3,41.4,52.9,2017,Jan,66.33333333333333
110.7,138.6,41.6,88.1,75.2,71.0,2017,Feb,87.53333333333335
109.6,135.1,67.2,93.8,83.6,134.1,2017,Mar,103.89999999999999
24.3,50.9,10.1,41.0,14.1,17.3,2017,Apr,26.283333333333335
53.1,87.9,43.4,58.9,71.5,46.2,2017,May,60.166666666666664
94.6,132.3,86.4,69.7,97.3,85.5,2017,Jun,94.3
99.1,107.2,42.2,116.2,90.7,134.4,2017,July,98.3
133.4,102.8,73.3,171.2,76.8,82.0,2017,Aug,106.58333333333333
143.8,207.2,83.6,93.0,116.7,100.3,2017,Sep,124.10000000000001
127.6,159.4,46.4,110.3,100.7,79.4,2017,Oct,103.96666666666665
143.8,107.6,81.5,132.1,78.2,125.1,2017,Nov,111.38333333333334
144.0,201.2,63.1,117.7,106.4,142.4,2017,Dec,129.13333333333333
228.2,237.6,93.1,204.0,148.2,194.7,2018,Jan,184.29999999999998
122.8,112.8,44.2,73.3,53.0,71.7,2018,Feb,79.63333333333334
